observable;cc;tags;description;;;;;;;;;;;;;
http://meuar.com.br/veronika/www.wellsfargo.com/identifyuser.php?f4a55601b3bca855460a77ee7dd19e76;;phishing;;;;;;;;;;;;;;
http://freeemailextractor.us/80a2b6e48ead270865d7669b58b2b2d1/;;phishing;;;;;;;;;;;;;;
http://c2ffyxryslfjjcefibmu.headonradionetwork.com/wp-reminder/login.php?a=37hbbuzvvcq3yqyvyksj982fq2oyzye1hpsmdrma&customerid=lauhtgac@hotmail.com;;phishing;;;;;;;;;;;;;;
http://c2ffyxryslfjjcefibmu.headonradionetwork.com/wp-reminder/access.php?session=b65219b38bddd4c5fed5e2b793471cc8b65219b38bddd4c5fed5e2b793471cc8;;phishing;;;;;;;;;;;;;;
http://internettrafficsource.net/images/footer/thumbs/belief/indexxatt/indexxatt.htm;;phishing;;;;;;;;;;;;;;
https://chbuilders.kiwi/wp-contnt/en_wells%20_new/en/meee/long/online-account/security/auth/1/;;phishing;;;;;;;;;;;;;;
https://chbuilders.kiwi/wp-contnt/en_wells%20_new/en/meee/long/online-account/security/auth/1/contact.html?e9a2b52400a67a0b9e50cc103e534f60-e9a2b52400a67a0b9e50cc103e534f60-e9a2b52400a67a0b9e50cc103e534f60-e9a2b52400a67a0b9e50cc103e534f60-e9a2b52400a67a0b9e50cc103e534f60-e9a2b52400a67a0b9e50cc103e534f60-e9a2b52400a67a0b9e50cc103e534f60;;phishing;;;;;;;;;;;;;;
https://xuhehuan.com/dd/boa2018/wait.php;;phishing;;;;;;;;;;;;;;
http://trinityflora.com/wpp_index/newoffice365/index.html;;phishing;;;;;;;;;;;;;;
https://cspage2018.000webhostapp.com/bayar/set.html;;phishing;;;;;;;;;;;;;;
https://cspage2018.000webhostapp.com/bayar/mark.html?=10065877425?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed;;phishing;;;;;;;;;;;;;;
http://gold-unbloker.000webhostapp.com/unblock/recovery-answer.html?=10065877425?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed;;phishing;;;;;;;;;;;;;;
https://pages-help-share.000webhostapp.com/restored-help-unblock/set.html;;phishing;;;;;;;;;;;;;;
http://www.propertyconnection.my/api/v1.0/uploads/242437/c4a0b/;;phishing;;;;;;;;;;;;;;
https://srilaini1helprecoveryii.000webhostapp.com/payment-update-0.html?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed;;phishing;;;;;;;;;;;;;;
http://nattarasankottainnsc.com/images/.long/caa5810d80b1290234a0771dbf037ba5/moncompte/index.php?clientid=13698&default=73bc9acbcabec68a4d22817a8ba1e146;;phishing;;;;;;;;;;;;;;
http://moncompte.mobile.free.fr.espace.infos-fr.info/fr/gadget/facture=568956/infos-clientsespaceclient4545/informationsserviceclients78873248753286745/espace645656556456456456/0439a96feeffecc70a6a9abc76e4d97f/98a6125df7ea52747f9c0d84055f7a95/0938a0033ee930858ab4bad77007e49c/moncompte/index.php?clientid=16013&defaults=webhp?sourceid=chrome-instant&ion=1&espv=2&ie=utf-8;;phishing;;;;;;;;;;;;;;
http://www.mobile.free.moncompte.freemokx.beget.tech/freemobilemoncompte/d38fe951c6a42a4f237a1f8dcf43ad1e;;phishing;;;;;;;;;;;;;;
http://www.vmesilver.com/ofrm/france-freemobile/e83171668792ac0ae1efe9c94c058c29/moncompte/index.php?clientid=13698&default=084aa7e92d2b091b9f29c29fc05a090a;;phishing;;;;;;;;;;;;;;
http://awwons.com/wp-includes/account/wellsfargoadmin/puiu.html;;phishing;;;;;;;;;;;;;;
http://awwons.com/wp-includes/account/wellsfargoadmin/verify2.html;;phishing;;;;;;;;;;;;;;
http://www.yatharthhospital.com/admin/inloggen-wachtwoord/366e9a1d4b5f65baf37375b5d50670a3/login.php?nl=_submit-verfied;;phishing;;;;;;;;;;;;;;
http://www.officescripts.com/iwd/document-review/microsoft/62442720f2fe21e3cb0a0f5d564a4b8d/;;phishing;;;;;;;;;;;;;;
http://propertyconnection.my/api/v1.0/uploads/242437/bea9d;;phishing;;;;;;;;;;;;;;
http://www.vinotecataste.com/gano/8f6167bc59e2703c17437d907d554ec9/info.php;;phishing;;;;;;;;;;;;;;
http://www.yatharthhospital.com/admin/inloggen-wachtwoord/366e9a1d4b5f65baf37375b5d50670a3;;phishing;;;;;;;;;;;;;;
http://fionabradley.com/wp-content/plugins/ubh/wells/jfimzk=/myaccount/emailaccess/;;phishing;;;;;;;;;;;;;;
http://fionabradley.com/wp-content/plugins/ubh/wells/jfimzk=/myaccount/uploads/;;phishing;;;;;;;;;;;;;;
http://www.centertecat.com.br/wp-content/plugins/post-grid/citicard/www.citicards.com/020d405b634960d9ca2dfe3db0972f27/mainlogin.php?newloginusa.do?sitedomain=sns.webmail&lang=en&seamless=novl&offerid=newmail-en-us-v2&authlev=0&sitestate=134c9d1ea95255e8c607e345ea6d258c134c9d1ea95255e8c607e345ea6d258c;;phishing;;;;;;;;;;;;;;
http://advance.imperdible.cl/404/of/of/office/45093b2ceae43e626ef66df0209a658e/;;phishing;;;;;;;;;;;;;;
https://www.webappsserviceefbi.ml/payment-update-0.html?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed;;phishing;;;;;;;;;;;;;;
http://eleni-foto.ru/wellsnew/wellsnew/update.php;;phishing;;;;;;;;;;;;;;
http://decouvrirethiopietour.com/eeweeweiiiwwewooweowo/vanguard/vanguard/verification/action.php?cmd=login_submit&id=42a3ff25a11e4c79ee3ecf874f99087342a3ff25a11e4c79ee3ecf874f990873&session=42a3ff25a11e4c79ee3ecf874f99087342a3ff25a11e4c79ee3ecf874f990873;;phishing;;;;;;;;;;;;;;
http://iqrakarwanehujjaj.com/protected/microsoftonline/ded907be7c70e294e3b5e453523a7028/;;phishing;;;;;;;;;;;;;;
http://tanlaonline.com/equipment/b6aa93c4c817e981f9781bee79661052/;;phishing;;;;;;;;;;;;;;
http://solacewarehousing.net/jm/cool/c9ce718cac3aa3ad70b5a0abe6a7c2b1/login.php?cmd=login_submit&id=7b1ee0782723bad9e7a4934c8e859b217b1ee0782723bad9e7a4934c8e859b21&session=7b1ee0782723bad9e7a4934c8e859b217b1ee0782723bad9e7a4934c8e859b21;;phishing;;;;;;;;;;;;;;
http://ige.org.in/wp-includes/id3/asset/tab_index/b00mr4ng/secure.htm;;phishing;;;;;;;;;;;;;;
http://qponn.net/config/online/2309492d735f94efd429230a6ea03173/;;phishing;;;;;;;;;;;;;;
http://www.home-inspectors-in-houston.com/admin/file/microsoft/0ebfe3e23e6bb2a05d796e1d2d6f41e4/;;phishing;;;;;;;;;;;;;;
http://www.home-inspectors-in-houston.com/admin/file/microsoft/cb9b49bdecd270e0ba469d693453cad7/;;phishing;;;;;;;;;;;;;;
http://www.morgansgrill.com.au/wp-includes/css/14391f86b7be4cb/rbsg_consumer_userlogin.do.php;;phishing;;;;;;;;;;;;;;
http://newroof.casa/wordpress/wp-content/plugins/ubh/cddb159e14f0f6d3f51a876fdd133edd/;;phishing;;;;;;;;;;;;;;
http://www.marcelonunez.com/tobi/blessme/jess.htm;;phishing;;;;;;;;;;;;;;
http://www.propertyconnection.my/api/v1.0/uploads/242437/6a34b/;;phishing;;;;;;;;;;;;;;
http://www.acesiansystems.com/drop/b4a93aab14d6d85caa830c3cc27292db/;;phishing;;;;;;;;;;;;;;
http://iqrakarwanehujjaj.com/protected/microsoftonline/34ee954eb7391350823933774f8f0173/;;phishing;;;;;;;;;;;;;;
https://gulistanemadina.com/yh/index.html;;phishing;;;;;;;;;;;;;;
http://www.fixleaks.com/dist/dxmbox/xmlprdot/5790174b124e020b6f866f7f3d39323c/;;phishing;;;;;;;;;;;;;;
http://www.fixleaks.com/dist/dxmbox/xmlprdot/b1269b0bb858ca6aa0dbc6dd23dc02c6/;;phishing;;;;;;;;;;;;;;
http://combee84.com/language/bob/bca139a9fd9f9afdb5785a282f91626d/?.verify?service=mail&base64;pgh0bww%20dqo8c3r5bgu%20igjvzhkgeybtyxjnaw46ida7ig92zxjmbg93oiboawrkzw47ih0gpc9zdhlszt4nciagpglmcmft=&charset=utf-8&data:text/html=&login=;;phishing;;;;;;;;;;;;;
http://www.assure-ameli-moncompte-remboursement.com/portailam/services/ameliassurance=valid/assure_somtc=true/be43827d6542ff800599c46d769cf93a/connexion_compte/sms2.php;;phishing;;;;;;;;;;;;;;
http://fionabradley.com/wp-content/plugins/ubh/wells/tuzywm=/myaccount/emailaccess/;;phishing;;;;;;;;;;;;;;
http://www.vsdcvdf.gq/cha/online-banking/2639c6d4f5ff8247a881721dd651c1c0/login.php?cmd=login_submit&id=823d980613159dc9d9b38e9b6ff90292823d980613159dc9d9b38e9b6ff90292&session=823d980613159dc9d9b38e9b6ff90292823d980613159dc9d9b38e9b6ff90292;;phishing;;;;;;;;;;;;;;
http://www.vsdcvdf.gq/cha/online-banking/2639c6d4f5ff8247a881721dd651c1c0/step1.php?cmd=login_submit&id=cef945685a4ecef6d6dc82566aafbc18cef945685a4ecef6d6dc82566aafbc18&session=cef945685a4ecef6d6dc82566aafbc18cef945685a4ecef6d6dc82566aafbc18;;phishing;;;;;;;;;;;;;;
http://www.home-inspectors-in-houston.com/admin/file/microsoft/b3561463052995c3e1428d2f59820ba4/;;phishing;;;;;;;;;;;;;;
http://www.ghousiasports.com/system/cache/login.alibaba.com/login.jsp.php?tracelog=notificationavoidphishing20160310&amp;;phishing;;;;;;;;;;;;;;
http://p3g.fkip.ums.ac.id/wp-includes/ddddcffr/dashboard.stripe.com/log/acc_ver.php;;phishing;;;;;;;;;;;;;;
https://iqrakarwanehujjaj.com/protected/microsoftonline/34ee954eb7391350823933774f8f0173/;;phishing;;;;;;;;;;;;;;
https://iqrakarwanehujjaj.com/protected/microsoftonline/a8361bd8e03cc9f801ae1b840850e5e8/;;phishing;;;;;;;;;;;;;;
http://pfisicacesso.com/login.php;;phishing;;;;;;;;;;;;;;
http://nhabanq7.com/cache/mod_mainmenu/b/.../aissa/cmb/bf114;;phishing;;;;;;;;;;;;;;
http://nhabanq7.com/cache/mod_mainmenu/b/.../aissa/cmb/6f5d9/;;phishing;;;;;;;;;;;;;;
http://nhabanq7.com/cache/mod_mainmenu/b/.../aissa/cmb/16356;;phishing;;;;;;;;;;;;;;
http://nhabanq7.com/cache/mod_mainmenu/b/.../aissa/cmb/68ecc/;;phishing;;;;;;;;;;;;;;
http://nhabanq7.com/cache/mod_mainmenu/b/.../aissa/cmb/fac31/;;phishing;;;;;;;;;;;;;;
http://nhabanq7.com/cache/mod_mainmenu/b/.../aissa/cmb/e4469/;;phishing;;;;;;;;;;;;;;
http://nhabanq7.com/cache/mod_mainmenu/b/.../aissa/cmb/039f4/;;phishing;;;;;;;;;;;;;;
http://nhabanq7.com/cache/mod_mainmenu/b/.../aissa/cmb/beb11/;;phishing;;;;;;;;;;;;;;
http://nhabanq7.com/cache/mod_mainmenu/b/.../aissa/cmb/9123b;;phishing;;;;;;;;;;;;;;
http://nhabanq7.com/cache/mod_mainmenu/b/.../aissa/cmb/f5c73;;phishing;;;;;;;;;;;;;;
http://excedoluxuria.com/ms;;phishing;;;;;;;;;;;;;;
http://www.itaumobiles.gq/pj/mobi_iii.php;;phishing;;;;;;;;;;;;;;
http://www.itaumobiles.gq/un/mobi_iii.php;;phishing;;;;;;;;;;;;;;
http://www.adm-advert.info/pages/payment-update-0.html?fb_source=bookmark_apps&ref=bookmarks&count=0&fb_bmpos=login_failed;;phishing;;;;;;;;;;;;;;
http://www.itaumobiles.gq/pf/mobi_ii.php;;phishing;;;;;;;;;;;;;;
http://www.itaumobiles.gq/pf/mobi_iiii.php;;phishing;;;;;;;;;;;;;;
http://www.itaumobiles.gq/pf/mobi_iiiii.php;;phishing;;;;;;;;;;;;;;
http://www.taekwondotdf.com.ar/task/-/commb/b6c9858bcb4812a9475e92e1e4d13998/;;phishing;;;;;;;;;;;;;;
http://www.multimport-rs.com.br/.well-known/pki-validation/docs/9d66b0ab20297a2c85675fa9bc7551aa/;;phishing;;;;;;;;;;;;;;
http://bhf.com.pk/smi/chase_online.html;;phishing;;;;;;;;;;;;;;
http://cxzfasdxs.cf/1/bty/bt/index.html;;phishing;;;;;;;;;;;;;;
http://thewlis.com.au/wp-admin/network/step2.php;;phishing;;;;;;;;;;;;;;
http://recovery-help-centre08032018.000webhostapp.com/recovery-chekpoint-login-1.html?=10065877425?fb_source=bookmark_apps;;phishing;;;;;;;;;;;;;;
http://www.esterearlbennett.com/gagor/blackb/blackboard-learn.htm;;phishing;;;;;;;;;;;;;;
http://www.espiralpublicidad.cl/inicadmin/dropboxpp/75821f25438724853c45e7deb04b989a;;phishing;;;;;;;;;;;;;;
http://www.espiralpublicidad.cl/inicadmin/dropboxpp/e417f7e81b73f1bf24d63f2b14451e41/;;phishing;;;;;;;;;;;;;;
http://www.radioactivestate.com/wp-content/dropcc/1d40fd19f0568eae8607e1eeaea47e28/;;phishing;;;;;;;;;;;;;;
http://espiralpublicidad.cl/inicadmin/dropboxpp/cfaead95a1958d30ee489f7df2a8fd20;;phishing;;;;;;;;;;;;;;
http://www.espiralpublicidad.cl/inicadmin/dropboxpp/9f4e403d414bbdd321588c13867b00bf/;;phishing;;;;;;;;;;;;;;
http://www.espiralpublicidad.cl/inicadmin/dropboxpp/b734b3f530eb4d29b2a19781f2b32be2;;phishing;;;;;;;;;;;;;;
http://espiralpublicidad.cl/inicadmin/dropboxpp/fc0c4514860f64eaae159ecfafb25454;;phishing;;;;;;;;;;;;;;
http://www.espiralpublicidad.cl/inicadmin/dropboxpp/a95b12f6e3cdc25c0f764c822cf3c371/login.html;;phishing;;;;;;;;;;;;;;
http://www.espiralpublicidad.cl/inicadmin/dropboxpp/75821f25438724853c45e7deb04b989a/login.html;;phishing;;;;;;;;;;;;;;
https://zecotilss.bid/rgulrul/dr2bf5o17on81w/ddfw/0e4edd73ae80b173e40b209d07e19e84/;;phishing;;;;;;;;;;;;;;
http://oseiapeanicompany.com/file/yomzee/5161ee672607f9e18ebe6e09099f361d/;;phishing;;;;;;;;;;;;;;
https://www.misterfun.gr/sites/all/modules/login/amelisgnumerosmsfgg/fr/ameliassurane/assure_somtc=true/a9dbf07d56c340af0a8e7b62dfb16f71;;phishing;;;;;;;;;;;;;;
http://ib.nab.com.au.nabib-verify.ga/8f0389e3f75ba7fa5f0bf688cf942674/login/;;phishing;;;;;;;;;;;;;;
http://www.multimport-rs.com.br/.well-known/pki-validation/docs/c685a6e17cb90fad58037550dcbc151a;;phishing;;;;;;;;;;;;;;
https://www.misterfun.gr/sites/all/modules/login/amelisgnumerosmsfgg/fr/ameliassurane/assure_somtc=true/4cc6c4f9f499fd017b191a8f90017d40/;;phishing;;;;;;;;;;;;;;
http://www.misterfun.gr/sites/all/modules/login/amelisgnumerosmsfgg/fr/ameliassurane/assure_somtc=true/8b5dd11af0b75d804deabfc8e231c81b/;;phishing;;;;;;;;;;;;;;
http://www.bisnessapps.com/google/c77956736c84380d3c84745d68866136;;phishing;;;;;;;;;;;;;;
http://www.officescripts.com/iwd/document-review/microsoft/16a632969c9d89d1d983050eac541b6d;;phishing;;;;;;;;;;;;;;
http://www.morgansgrill.com.au/wp-includes/css/e7c01814bffa024/rbsg_consumer_userlogin.do.php;;phishing;;;;;;;;;;;;;;
http://www.bisnessapps.com/google/3aa8bb5a2b5689813405cea6e066df0b/;;phishing;;;;;;;;;;;;;;
http://www.bisnessapps.com/google/00022d6126e03fa9e122254f06046f43;;phishing;;;;;;;;;;;;;;
http://www.morgansgrill.com.au/wp-includes/css/e7c01814bffa024/;;phishing;;;;;;;;;;;;;;
http://www.morgansgrill.com.au/wp-includes/css/67b723a61d4d5d0/rbsg_consumer_userlogin.do.php;;phishing;;;;;;;;;;;;;;
http://mbox12.coretransitsouth.com/visualizar/mwewr6ssk95axvcmpl6lmjyjegovpoeefgyal2u3j_uanmoj6t7n0fb9hjj_cobdkdcijvrjbl-7okik0vt_exkmdc2z-b8gzxutmwogvd8;;phishing;;;;;;;;;;;;;;
https://bhf.com.pk/smi/chase_online.html;;phishing;;;;;;;;;;;;;;
http://freeemailextractor.us/91b06333a79ec33d1dfcfcee34e802fa/;;phishing;;;;;;;;;;;;;;
http://dermrefresh.net/secured/tracking/dhl.php?.rand=13inboxlight.aspx%3fn%3d1774256418&email=abuse%40eldan.biz&fav.1=&fid=1&fid=4&fid.1=&fid.1252899642=&fid.4.1252899642=&rand=13inboxlightaspxn.1774256418&rand.13inboxlight.aspxn.1774256418=;;phishing;;;;;;;;;;;;;;
http://www.andoburg.com/concept/dropboxnew/dropbox/11933d67ed88b380ad7360ff0723fbec/;;phishing;;;;;;;;;;;;;;
http://www.isalao.bid/verifyingchase/;;phishing;;;;;;;;;;;;;;
http://www.jualumni-bd.org/cina/25bb9d1204bd2b3c9c171eeee6e74a21/;;phishing;;;;;;;;;;;;;;
https://www.powermaxusa.com/hellp/ask/impot/;;phishing;;;;;;;;;;;;;;
http://mabanque-bnpparibas.cle-fr.net/login/suivre-le-guide/mes-comptes/cle-digitale/information/1dddc/index2.html;;phishing;;;;;;;;;;;;;;
http://mabanque-bnpparibas.cle-fr.net/login/suivre-le-guide/mes-comptes/cle-digitale/information/4d757/smss.php;;phishing;;;;;;;;;;;;;;
http://mabanque-bnpparibas.cle-fr.net/login/suivre-le-guide/mes-comptes/cle-digitale/information/38af7/index2.html;;phishing;;;;;;;;;;;;;;
http://mabanque-bnpparibas.cle-fr.net/login/suivre-le-guide/mes-comptes/cle-digitale/information/;;phishing;;;;;;;;;;;;;;
http://cnagourney.000webhostapp.com/new_now/4253fa3c0f8c2c59c5f7ed23895adb71;;phishing;;;;;;;;;;;;;;
http://file-transfers.biz/dropboxnew/dropbox/c640ea1e2e039196acce259d359e678b;;phishing;;;;;;;;;;;;;;
http://filesaversecure.000webhostapp.com/securelink/5b9a2093eaeea00b3dc750f6e9f424db;;phishing;;;;;;;;;;;;;;
http://silverospreyscc.000webhostapp.com/new_now/27366196837c9e7dbde329cdfe171631/;;phishing;;;;;;;;;;;;;;
http://alhannanint.com/pinkklalal/ribey/index.php;;phishing;;;;;;;;;;;;;;
http://usersbobet.com/wp-includes/js/ele/1;;phishing;;;;;;;;;;;;;;
http://fixleaks.com/dist/dxmbox/xmlprdot/271e08d146464aae3335acc36bbd635b/;;phishing;;;;;;;;;;;;;;
http://www.fixleaks.com/dist/dxmbox/xmlprdot/eb98b5ee66bdb6399e10ad4688ca7518/;;phishing;;;;;;;;;;;;;;
http://www.jualumni-bd.org/cina/70cfb04ca8c8355354cf8a788fca9216/;;phishing;;;;;;;;;;;;;;
http://freeemailextractor.us/ef4ece6ec3dffbcbca55d61d9c6f8a21;;phishing;;;;;;;;;;;;;;
http://staging.schoolsleuth.org/look/b8753dd14e13608f6a9833c50fcb1fde;;phishing;;;;;;;;;;;;;;
http://freeemailextractor.us/fafd4a5035de53fdf4e4ba604b9e367c/;;phishing;;;;;;;;;;;;;;
http://freeemailextractor.us/68ca472f746f7c2d9bde28cf4dc969a6;;phishing;;;;;;;;;;;;;;
http://freeemailextractor.us/bb30976551ab59a32d33bcbed91a9257/;;phishing;;;;;;;;;;;;;;
http://staging.schoolsleuth.org/look/ea1ee679e609a61c363d75bd77526408;;phishing;;;;;;;;;;;;;;
http://staging.schoolsleuth.org/look/75f0c47a623225d3533112e6a8abeee6;;phishing;;;;;;;;;;;;;;
http://freeemailextractor.us/64c934175df3ee9231e2e7a8730dfdc6/;;phishing;;;;;;;;;;;;;;
http://freeemailextractor.us/4794067668aa351b4dbd44726e73aa14;;phishing;;;;;;;;;;;;;;
http://www.rougexbcp.com/tolu/hookupload/62c863799de2b46fa7b2fa559f9614a4/;;phishing;;;;;;;;;;;;;;
http://freeemailextractor.us/1a727096347f9af367eb79cce3215f0c/;;phishing;;;;;;;;;;;;;;
http://bevormirderkragenplatzt.net/chaseonline.html;;phishing;;;;;;;;;;;;;;
http://freeemailextractor.us/adfc95f59d3482052594f6ec01708ec1;;phishing;;;;;;;;;;;;;;
http://kor.nkhumanrights.or.kr/data/e_newsletter/thumb/646908da72b492a0051ee269ae4aeb3e/;;phishing;;;;;;;;;;;;;;
https://invoicefile.tokobunganatural.com/dropbox;;phishing;;;;;;;;;;;;;;
http://www.lechners.eu/nachweise/rechnungen/chinamul%20id=82837896rr585210p.htm;;phishing;;;;;;;;;;;;;;
http://www.executiveimagenutrition.com/gssss/gssss/24b2c9d3a71539c5878f744b19041c91;;phishing;;;;;;;;;;;;;;
http://www.andoburg.com/concept/dropboxnew/dropbox/30cd57ac6d82af245e0c8ad815bf0eec/;;phishing;;;;;;;;;;;;;;
http://www.andoburg.com/concept/dropboxnew/dropbox/7d8e4a815856e08d4fb8e6c0966d5a59/;;phishing;;;;;;;;;;;;;;
http://www.executiveimagenutrition.com/gssss/gssss/e84e35470048956ea10789e53336508a/;;phishing;;;;;;;;;;;;;;
http://www.kapsilhouettes.org/images/tmp/match/5e765a934d9da3eeb54281c1108fde82/;;phishing;;;;;;;;;;;;;;
http://www.fixleaks.com/dist/dxmbox/xmlprdot/72772da8bd241aa4d60517085ed99155/;;phishing;;;;;;;;;;;;;;
http://trans-globaltravel.com/data/home/;;phishing;;;;;;;;;;;;;;
http://datarescue.cl/bace/55baef0673763b82e5804d571904aba7/?.verify?service=mail&base64;pgh0bww%20dqo8c3r5bgu%20igjvzhkgeybtyxjnaw46ida7ig92zxjmbg93oiboawrkzw47ih0gpc9zdhlszt4nciagpglmcmft=&charset=utf-8&data:text/html=&login=;;phishing;;;;;;;;;;;;;
"http://combee84.com/language/bob/ff4de5c8929a7c51984a854875d8c2af/?login=&.verify?service=mail&data:text/html;charset=utf-8;base64";pgh0bww+dqo8c3r5bgu+igjvzhkgeybtyxjnaw46ida7ig92zxjmbg93oiboawrkzw47ih0gpc9zdhlszt4nciagpglmcmft;;phishing;;;;;;;;;;;;;
http://www.yer-net-games.com/accountupdateportal/tracking.php?l=_jehfuq_vjoxk0qwhtogydw_product-username&username=;;phishing;;;;;;;;;;;;;;
http://www.qponn.net/config/online/775e967f814116889dfd1e9c545561b7;;phishing;;;;;;;;;;;;;;
http://datarescue.cl/bace/861d527c368ad35667e6e1c08a82519a/?.verify?service=mail&base64;pgh0bww%20dqo8c3r5bgu%20igjvzhkgeybtyxjnaw46ida7ig92zxjmbg93oiboawrkzw47ih0gpc9zdhlszt4nciagpglmcmft=&charset=utf-8&data:text/html=&login=;;phishing;;;;;;;;;;;;;
http://www.home-inspectors-in-houston.com/admin/file/microsoft/be51444d58a05b08fa2e867aa1159b79/;;phishing;;;;;;;;;;;;;;
http://www.home-inspectors-in-houston.com/admin/file/microsoft/9b4a3e13ce2aff0f6de3e9295208a070/;;phishing;;;;;;;;;;;;;;
http://home-inspectors-in-houston.com/admin/file/microsoft/2d505c119cc5af85e31953a118f44efa/;;phishing;;;;;;;;;;;;;;
http://combee84.com/language/bob/767f0e87aae18975c608fd05453b386c/?.verify?service=mail&base64;pgh0bww%20dqo8c3r5bgu%20igjvzhkgeybtyxjnaw46ida7ig92zxjmbg93oiboawrkzw47ih0gpc9zdhlszt4nciagpglmcmft=&charset=utf-8&data:text/html=&login=;;phishing;;;;;;;;;;;;;
http://mbox12.coretransitsouth.com/visualizar/mwewr6ssk95axvcmpl6lmul27tovtshd5ljqvhkgqvnbsk_2-d25h168g36mt8mykdcijvrjbl-7okik0vt_exkmdc2z-b8gzxutmwogvd8;;phishing;;;;;;;;;;;;;;
http://www.campuspals.com.ng/si/8abd7eb257495ca78a984276aa102a9d/;;phishing;;;;;;;;;;;;;;
http://www.captivatephotography.co.nz/btinternet/page/;;phishing;;;;;;;;;;;;;;
https://www.darkskyembroider.com/e3f6d4375c2f6238ddf13dd5b5ddae926a6c1f94e747c14aa811b77534db834784684d027083d6d15a9362fdc2adf6794555bf4360314d8f9216d6f80143507f/session/page/login/;;phishing;;;;;;;;;;;;;;
http://noplamnotya.com/boa-bank/login/login.php;;phishing;;;;;;;;;;;;;;
http://noplamnotya.com/boa-bank/login/confirm.php?cmd=login_submit&id=8c09b3f5f75776efc5106851796b90078c09b3f5f75776efc5106851796b9007&session=8c09b3f5f75776efc5106851796b90078c09b3f5f75776efc5106851796b9007;;phishing;;;;;;;;;;;;;;
http://busuklo.com/b/boa/home/confirm.php?cmd=login_submit&id=a5ebb237b1209b347be70b43208aaec4a5ebb237b1209b347be70b43208aaec4&session=a5ebb237b1209b347be70b43208aaec4a5ebb237b1209b347be70b43208aaec4;;phishing;;;;;;;;;;;;;;
http://busuklo.com/b/boa/home/info.php?cmd=login_submit&id=cde63031a80cc3a525ed0f9cebec1dfccde63031a80cc3a525ed0f9cebec1dfc&session=cde63031a80cc3a525ed0f9cebec1dfccde63031a80cc3a525ed0f9cebec1dfc;;phishing;;;;;;;;;;;;;;
"http://combee84.com/language/bob/6a356ca227cbb2d850cdd582ff60f88b/?login=&.verify?service=mail&data:text/html;charset=utf-8;base64";pgh0bww+dqo8c3r5bgu+igjvzhkgeybtyxjnaw46ida7ig92zxjmbg93oiboawrkzw47ih0gpc9zdhlszt4nciagpglmcmft;;phishing;;;;;;;;;;;;;
https://workparts.gr/theme589/process.php?email=fu.fu@huawei.com;;phishing;;;;;;;;;;;;;;
http://confirmpayid213.serveirc.com/;;phishing;;;;;;;;;;;;;;
http://www.espiralpublicidad.cl/inicadmin/dropboxpp/ac3ea713755a5243fc04a9db2a428d46/;;phishing;;;;;;;;;;;;;;
http://https.www.mobile.free.fr.moncompte.freemobj.beget.tech/frebox158418/905101af9721c69c02bda3de837f60b4/;;phishing;;;;;;;;;;;;;;
http://www.lebensberatung-noerrenberg.de/modules/mod_breadcrumbs/tmpl/default.jpg;;phishing;;;;;;;;;;;;;;
http://www.yulynshop.co.id/wp-inv/mail/1d7bcf5d6589ebedbe4cd4fb6b3907cc;;phishing;;;;;;;;;;;;;;
http://fjcingenieria.com/boa/bank/en/?666a63696e67656e69657269612e636f6d=;;phishing;;;;;;;;;;;;;;
http://www.greaterlibertybaptist.org/wp-includes/text/diff/renderer/yahoo/fff4ce4777ad19871d0f4ee567f329b4;;phishing;;;;;;;;;;;;;;
http://thefreshconnectionpdx.com/net/boa/index/info.php?cmd=login_submit&id=6700526f817300fad67182ffe2edbe606700526f817300fad67182ffe2edbe60&session=6700526f817300fad67182ffe2edbe606700526f817300fad67182ffe2edbe60;;phishing;;;;;;;;;;;;;;
http://www.taekwondotdf.com.ar/task/-/commb/18a120b0bcdbd431d2339bc828686822/sec2.php;;phishing;;;;;;;;;;;;;;
http://amazon.de.neueagb.com/672966/gxmkca1jogpn/jecknim4s3nsssrkff6sgsmmn/;;phishing;;;;;;;;;;;;;;
http://amazon.de.neueagb.com/510923/p1gmrz3nj7vt/clyx5mkni0gsmdbznrate24jc/;;phishing;;;;;;;;;;;;;;
http://www.jualumni-bd.org/cina/79cb6b630ea451d8764baadab3eda37c/;;phishing;;;;;;;;;;;;;;
http://jimafoster.com/zip/outlook/mail/index.php;;phishing;;;;;;;;;;;;;;
http://www.jualumni-bd.org/cina/614c683934807676d47c956c371766be/;;phishing;;;;;;;;;;;;;;
http://www.jualumni-bd.org/cina/2b8b47cf79ec455d172b2099a14f7495/;;phishing;;;;;;;;;;;;;;
http://www.jualumni-bd.org/cina/16878ad84274697cf96035be692f29a5/;;phishing;;;;;;;;;;;;;;
"http://datarescue.cl/bace/bdad855847c12634848fc382c9afa2aa/?login=&.verify?service=mail&data:text/html;charset=utf-8;base64";pgh0bww+dqo8c3r5bgu+igjvzhkgeybtyxjnaw46ida7ig92zxjmbg93oiboawrkzw47ih0gpc9zdhlszt4nciagpglmcmft;;phishing;;;;;;;;;;;;;
